"ECO_ID","species","genus","family","LSLA","LNC.m","LL","SSD","SCdia","SBthick","RNC","RSRL","RTD","Max.H","RD","SD","LA","SdM"
81330,"rubus occidentalis","rubus","Rosaceae",1.3291,1.4347,0.6136,-0.3486,1.6121,0.1234,1.15960629000744,3.7775,-0.5859,0.3248,-0.5646,-1.8664,3.6405,0.395
-9998,"rubus odoratus","rubus","Rosaceae",1.3782,1.459,0.527,-0.3612,1.6729,0.2011,1.19798037999797,3.8574,-0.6027,0.3691,-0.4254,-1.7781,3.8486,0.7125
50403,"rubus odoratus","rubus","Rosaceae",1.3767,1.4573,0.5359,-0.3609,1.6985,0.2261,1.20942921950444,3.8372,-0.6141,0.4629,-0.3579,-1.6613,3.9248,0.6994
50410,"rubus odoratus","rubus","Rosaceae",1.3632,1.4423,0.5669,-0.3561,1.6951,0.2576,1.22554187718723,3.781,-0.6136,0.5299,-0.2744,-1.5354,3.9005,0.7294
40137,"rubus paniculatus","rubus","Rosaceae",1.2458,1.3466,0.7579,-0.3197,1.6419,0.3429,1.25637613981111,3.4004,-0.5947,0.9168,NA,-0.9019,3.7319,NA
50416,"rubus parviflorus","rubus","Rosaceae",1.3621,1.4529,0.5482,-0.3583,1.7458,0.201,1.23514953647324,3.6883,-0.6304,0.6436,-0.3511,-1.4954,4.0755,0.2529
50519,"rubus parviflorus","rubus","Rosaceae",1.3545,1.4462,0.5492,-0.3558,1.7349,0.1725,1.2421387490757,3.6452,-0.6246,0.6409,-0.3797,-1.5009,4.0456,0.1103
10402,"rubus parvifolius","rubus","Rosaceae",1.2902,1.385,0.5885,-0.3306,1.3362,NA,1.13500854950941,3.8225,-0.4616,-0.3274,-0.8602,-2.4654,2.799,0.4314
80411,"rubus parvifolius","rubus","Rosaceae",1.3057,1.3982,0.585,-0.3363,1.4143,NA,1.15465216883681,3.8194,-0.4934,-0.1419,-0.7468,-2.2811,3.0409,0.4599
80415,"rubus parvifolius","rubus","Rosaceae",1.3371,1.4183,0.5607,-0.3457,1.4701,NA,1.16802875833322,3.8807,-0.5153,-0.0907,-0.6884,-2.2398,3.1898,0.715
80424,"rubus parvifolius","rubus","Rosaceae",1.2947,1.3884,0.6083,-0.3328,1.4139,NA,1.15829010364906,3.7782,-0.4948,NA,-0.704,-2.2022,3.0329,0.431
50403,"rubus pensilvanicus","rubus","Rosaceae",1.3182,1.4138,0.6694,-0.3445,1.7269,0.2967,1.22380733759278,3.6265,-0.631,0.8017,-0.1257,-1.2089,3.9842,0.4959
81330,"rubus pensilvanicus","rubus","Rosaceae",1.3433,1.4358,0.6369,-0.3527,1.7756,0.3014,1.22860565035509,3.6711,-0.6504,0.8427,-0.1267,-1.2122,4.1409,0.5363
50411,"rubus phoenicolasius","rubus","Rosaceae",1.2374,1.3186,0.9424,-0.3126,1.4659,0.67,1.22045329340798,3.8013,-0.5457,0.6029,0.4116,-0.977,3.2073,2.2211
80510,"rubus phoenicolasius","rubus","Rosaceae",1.3805,1.4278,0.8689,-0.3608,1.8923,0.9045,1.24922282399667,4.0137,-0.7253,1.2723,0.8709,-0.3663,4.3808,3.2571
81330,"rubus phoenicolasius","rubus","Rosaceae",1.3264,1.3977,0.8741,-0.3448,1.7538,0.7877,1.23394239941518,3.8904,-0.6735,1.0235,0.5801,-0.6422,4.0117,2.5961
80436,"rubus plicatus","rubus","Rosaceae",1.1901,1.3273,0.8169,-0.3044,1.3179,0.0888,1.13043348392766,3.5558,-0.4784,NA,-0.7281,-2.0668,2.7052,0.3024
80445,"rubus plicatus","rubus","Rosaceae",1.1921,1.3255,0.8264,-0.3051,1.3704,0.1303,1.11670402184756,3.5525,-0.4952,0.157,-0.553,-1.8384,2.8789,0.2841
80518,"rubus pungens","rubus","Rosaceae",1.2844,1.3869,0.6504,-0.3317,1.4051,0.0868,0.986780688699332,3.7687,-0.4968,-0.1156,-0.718,-2.2287,2.9783,0.6283
10402,"rubus rosifolius","rubus","Rosaceae",1.2404,1.3755,0.6294,-0.32,1.2994,-0.1417,1.11928228935587,3.6692,-0.454,-0.3328,-1.1254,-2.5981,2.7291,-0.3857
10803,"rubus rosifolius","rubus","Rosaceae",1.1964,1.3367,0.6983,-0.3055,1.2451,-0.1343,1.12136284056339,3.568,-0.433,-0.2871,-1.0468,-2.468,2.5567,-0.5148
70106,"rubus rosifolius","rubus","Rosaceae",1.1308,1.2824,0.7917,-0.2845,1.1756,NA,1.15312554176932,3.3603,-0.4127,-0.2031,-0.9638,-2.2421,2.333,-0.7903
80408,"rubus saxatilis","rubus","Rosaceae",1.3351,1.4433,0.5769,-0.3493,1.5694,0.0905,1.2728715434047,3.8249,-0.5713,0.1671,-0.6677,-2.0487,3.5366,0.3091
80436,"rubus saxatilis","rubus","Rosaceae",1.3294,1.4309,0.6506,-0.3445,1.4387,0.192,1.33202416763421,4.0083,-0.5278,NA,-0.6371,-2.2527,3.1799,1.0312
80608,"rubus saxatilis","rubus","Rosaceae",1.5858,1.6493,NA,-0.4294,1.7807,-0.2933,1.11479106902533,4.3875,-0.6246,-0.5005,-1.5235,-3.3706,4.0737,0.7091
80610,"rubus saxatilis","rubus","Rosaceae",1.3005,1.4211,0.6506,-0.3388,1.5456,0.2032,1.32194001564623,3.7642,-0.5713,0.3093,-0.4984,-1.7978,3.5359,NA
81110,"rubus saxatilis","rubus","Rosaceae",1.4528,1.5457,0.3625,-0.3869,1.6098,-0.0846,1.22941816575696,4.1771,-0.5836,-0.2891,-1.1562,-2.8338,3.6801,0.538
10801,"rubus schmidelioides","rubus","Rosaceae",1.2381,1.3455,0.7235,-0.3162,1.4436,0.157,1.17982170516423,3.576,-0.5098,0.2687,-0.4082,-1.6898,3.1249,0.2332
80431,"rubus serus_x","rubus","Rosaceae",1.3033,1.4007,0.6815,-0.3394,1.6996,0.2825,1.22422477764203,3.5886,-0.62,0.7822,-0.135,-1.2049,3.9007,0.3959
31203,"rubus sp","rubus","Rosaceae",1.3567,1.4523,0.5267,-0.3553,1.5383,NA,1.15101724514544,3.8907,-0.5462,NA,-0.8477,-2.3447,3.4144,0.396
50402,"rubus sp","rubus","Rosaceae",1.3616,1.4586,0.5155,-0.357,1.5109,-0.0855,1.13238137742448,3.9132,-0.5316,-0.189,-1.0113,-2.5581,3.3145,0.3141
50403,"rubus sp","rubus","Rosaceae",1.3984,1.4899,0.4517,-0.3692,1.5826,NA,1.13956426617585,3.9828,-0.5632,-0.1308,-0.9889,-2.5339,3.5553,0.4306
50407,"rubus sp","rubus","Rosaceae",1.2929,1.3965,0.6157,-0.3341,1.4396,NA,1.14574630924332,3.753,-0.5044,-0.0536,-0.777,-2.2318,3.1063,0.2068
50411,"rubus sp","rubus","Rosaceae",1.3183,1.4171,0.6377,-0.3442,1.6365,0.1344,1.19396175660583,3.6852,-0.5906,0.47,-0.4422,-1.6578,3.6951,0.3005
50413,"rubus sp","rubus","Rosaceae",1.3723,1.4667,0.4918,-0.3605,1.5447,NA,1.14002068108224,3.9346,-0.5476,-0.1151,-0.9381,-2.4671,3.4395,0.3711
50415,"rubus sp","rubus","Rosaceae",1.339,1.4392,0.5131,-0.3489,1.4666,NA,1.16604212478946,3.8693,-0.5207,-0.1805,-0.9596,-2.4674,3.2261,NA
80426,"rubus sp","rubus","Rosaceae",1.4171,1.5043,0.471,-0.3764,1.7423,0.0808,1.18980742657434,3.929,-0.6303,0.3209,-0.664,-2.0168,4.0441,0.5155
81215,"rubus sp","rubus","Rosaceae",1.2686,1.3738,0.7074,-0.3272,1.5102,0.1212,1.17166795887479,3.6459,-0.5397,0.3004,-0.4648,-1.7498,3.2914,0.327
81305,"rubus sp","rubus","Rosaceae",1.3454,1.4426,0.5384,-0.3514,1.4958,NA,1.13260224989235,3.9026,-0.5261,-0.1307,-0.8746,-2.4237,3.2861,0.4263
50413,"rubus trivialis","rubus","Rosaceae",1.2672,1.3697,0.6937,-0.3261,1.5022,0.1744,1.17954891883769,3.6254,-0.5365,0.3136,-0.4041,-1.6845,3.2965,0.3685
10402,"rubus ulmifolius","rubus","Rosaceae",1.2996,1.4006,0.6324,-0.3374,1.5662,0.1388,1.15675504411398,3.6776,-0.5567,0.3321,-0.4716,-1.76,3.4955,0.3678
80401,"rubus ulmifolius","rubus","Rosaceae",1.4238,1.5112,0.4047,-0.3779,1.6469,NA,1.12424657136289,4.0256,-0.5876,NA,-0.9394,-2.4718,3.7697,0.5622
81208,"rubus ulmifolius","rubus","Rosaceae",1.3898,1.4806,0.4673,-0.3664,1.6105,NA,1.12404751911003,3.9675,-0.5729,NA,-0.7961,-2.2952,3.6673,0.5665
81209,"rubus ulmifolius","rubus","Rosaceae",1.2099,1.3212,0.7778,-0.3076,1.4305,0.1934,1.13847638122475,3.5075,-0.5008,0.3346,-0.3115,-1.5603,3.0581,0.3512
81211,"rubus ulmifolius","rubus","Rosaceae",1.3516,1.4464,0.5547,-0.3549,1.6549,0.1234,1.15923021362648,3.7815,-0.594,0.3594,-0.5367,-1.8375,3.7772,0.4447
81215,"rubus ulmifolius","rubus","Rosaceae",1.2925,1.3939,0.6528,-0.3352,1.5685,0.1532,1.16025238056781,3.6545,-0.5582,0.3695,-0.4325,-1.7008,3.4926,0.4049
81221,"rubus ulmifolius","rubus","Rosaceae",1.2563,1.3617,0.7061,-0.3238,1.5941,0.2125,1.19225235011485,3.475,-0.5674,0.6523,-0.2152,-1.3015,3.5859,NA
50519,"rubus ursinus","rubus","Rosaceae",1.3196,1.4153,0.6124,-0.3439,1.648,0.1916,1.21268023581109,3.6348,-0.5902,0.5256,-0.36,-1.5479,3.7627,0.2921
11001,"rubus vestitus","rubus","Rosaceae",1.2683,1.3714,0.6838,-0.3265,1.4988,0.1535,1.17965805393006,3.6254,-0.5347,0.2956,-0.4339,-1.7169,3.2926,0.3082
80411,"rubus xanthocarpus","rubus","Rosaceae",1.3584,1.4503,0.5255,-0.3552,1.5199,NA,1.13489714583719,3.9112,-0.5425,-0.109,-0.815,-2.3536,3.353,0.6674
60142,"rudgea bremekampiana","rudgea","Rubiaceae",1.2483,1.3382,0.498,-0.3066,1.8904,-0.0971,1.5650800441804,2.9425,-0.5708,0.9473,NA,-0.9648,3.9378,-0.6957
60129,"rudgea citrifolia","rudgea","Rubiaceae",1.3755,1.4324,0.2821,-0.3435,1.813,-0.2913,1.5171008443793,3.4615,-0.5189,NA,-0.6694,-2.1652,3.656,NA
60155,"rudgea citrifolia","rudgea","Rubiaceae",1.3832,1.4231,0.3764,-0.3459,2.0058,-0.0546,1.54301950948602,3.3396,-0.5976,0.69,NA,-1.353,4.1735,0.7118
60142,"rudgea fina","rudgea","Rubiaceae",1.2549,1.3448,0.4566,-0.3078,1.8146,-0.1699,1.55329548265799,3.0296,-0.5384,0.6624,-0.2983,-1.3106,3.7163,-0.6703
81303,"rudgea jasminoides","rudgea","Rubiaceae",1.1878,1.2851,0.5659,-0.2857,1.7555,-0.1125,1.56144605756795,2.846,-0.5107,0.815,NA,-0.9924,3.5265,-0.8557
60168,"rudgea longiflora","rudgea","Rubiaceae",1.384,1.4368,0.3341,-0.3485,2.0804,NA,1.5430593105681,3.3639,-0.6364,0.9618,NA,-1.0868,4.5077,NA
60142,"rudgea nodincho","rudgea","Rubiaceae",1.188,1.2851,0.5673,-0.2859,1.7481,-0.1401,1.56032516452928,2.8376,-0.5096,0.78,-0.1469,-1.0468,3.4942,-0.8941
60142,"rudgea panurensis","rudgea","Rubiaceae",1.2769,1.3636,0.4172,-0.3148,1.8263,-0.1919,1.55307434088723,3.0987,-0.5384,0.5976,-0.3616,-1.4275,3.7604,-0.6233
61314,"ruellia californica","ruellia","Acanthaceae",0.944,1.0835,1.0778,-0.2383,1.2802,-0.1213,2.11442548553459,2.7661,-0.4977,0.2117,0.325,-1.5034,2.2936,-0.9808
60142,"ruizodendron ovale","ruizodendron","Annonaceae",1.0999,1.3205,1.0921,-0.2659,1.9122,0.4195,1.67243222833821,3.3015,-0.5615,1.0785,0.4034,-0.7738,3.7175,2.2718
60166,"ruizodendron ovale","ruizodendron","Annonaceae",1.0358,1.2631,1.2147,-0.2456,1.9158,0.5173,1.68442342450024,3.0704,-0.5653,1.4158,0.7127,-0.2458,3.7143,2.0703
81203,"rumex lunaria","rumex","Polygonaceae",1.0682,1.2853,1.1259,-0.3014,1.7431,0.4572,1.42771001488925,3.326,-0.6771,0.9807,0.781,-0.8464,3.4883,1.4833
60143,"ruprechtia sp","ruprechtia","Polygonaceae",1.1237,1.3335,1.0463,-0.3197,1.8193,0.4346,1.42736437273005,3.4567,-0.7086,0.9522,0.6843,-0.9907,3.724,1.6168
60128,"ruptiliocarpon caracolito","ruptiliocarpon","Lepidobotryaceae",1.2035,1.4287,1.6346,-0.2208,2.0644,0.6982,2.28907498606802,4.3264,-0.6315,1.0933,-0.9841,-1.0643,4.332,5.754
60163,"ruptiliocarpon caracolito","ruptiliocarpon","Lepidobotryaceae",1.1863,1.4178,1.6345,-0.215,1.9663,0.6326,2.28604331177842,4.371,-0.5905,0.8461,-1.1428,-1.3411,4.0439,5.7178
60163,"ruptiliocarpon sp","ruptiliocarpon","Lepidobotryaceae",1.0824,1.3232,1.8231,-0.1814,1.9757,0.8352,2.29105789443428,3.9225,-0.5857,1.3872,-0.5971,-0.4426,4.0408,5.4004
31004,"ruschia putterillii","ruschia","Aizoaceae",0.6832,0.4459,-0.6985,-0.2057,0.3718,-0.29,NA,1.4756,-0.2192,-0.8279,-1.0002,-1.6746,1.2908,1.1788
80431,"ruscus aculeatus","ruscus","Ruscaceae",1.0158,1.2182,0.8902,-0.2556,1.4019,0.0874,1.32112390600516,3.1411,-0.3936,0.2315,-0.1192,-1.6823,2.6115,0.8162
81209,"ruscus aculeatus","ruscus","Ruscaceae",1.0152,1.2288,0.7047,-0.2563,1.3354,-0.3258,1.25872106905623,2.9606,-0.3404,-0.0935,-0.7243,-2.2869,2.4337,-0.6867
81210,"ruscus aculeatus","ruscus","Ruscaceae",0.9555,1.1654,0.9745,-0.2355,1.289,0.0807,1.31338627872187,3.0367,-0.3493,0.1589,NA,-1.6524,2.2501,0.7053
81211,"ruscus aculeatus","ruscus","Ruscaceae",1.0178,1.2201,0.8839,-0.2563,1.388,0.0746,1.31578777752365,3.1545,-0.3894,0.1681,-0.1679,-1.7606,2.5621,0.8401
81215,"ruscus aculeatus","ruscus","Ruscaceae",1.1069,1.2976,0.8386,-0.2858,1.4677,0.1894,1.25129502873869,3.5665,-0.4314,NA,-0.1659,-2.0642,2.7594,2.1394
60160,"rustia formosa","rustia","Rubiaceae",1.21,1.3649,0.8091,-0.3066,1.9708,0.2582,1.53030217448527,3.2468,-0.6448,1.1265,0.193,-0.8046,4.1354,1.0816
60129,"ryania speciosa","ryania","Samydaceae",1.2111,1.4091,1.1295,-0.2924,1.9177,0.2569,2.07266781063678,3.5857,-0.5953,0.882,0.3293,-1.2376,3.9049,1.0368
60142,"ryania speciosa","ryania","Samydaceae",1.2012,1.4006,1.1394,-0.2891,1.9024,0.2622,2.07288598004638,3.5653,-0.5887,0.885,0.3495,-1.2098,3.8632,0.9994
40102,"ryparosa hirsuta","ryparosa","Achariaceae",1.1357,1.3482,1.1298,-0.28,1.9962,NA,2.15789688399357,2.8789,-0.6982,1.4506,NA,-0.7397,4.4109,-1.8137
40102,"ryparosa hullettii","ryparosa","Achariaceae",1.1402,1.3541,1.2249,-0.2815,1.8951,0.0569,2.14850363177876,3.1908,-0.6688,1.066,NA,-1.1272,4.0078,-0.5646
10117,"ryparosa javanica","ryparosa","Achariaceae",1.0621,1.2828,1.3448,-0.2554,1.8104,0.1547,2.14693569237063,3.022,-0.6372,1.2116,NA,-0.7665,3.7538,-0.6115
10117,"ryparosa kurrangii","ryparosa","Achariaceae",1.1374,1.3492,1.236,-0.2806,1.915,0.1233,2.14596576535655,3.1758,-0.6795,1.162,NA,-0.9741,4.0765,NA
40102,"ryparosa sp","ryparosa","Achariaceae",1.1057,1.3259,1.2795,-0.2706,1.8595,0.1276,2.14641643551901,3.1082,-0.659,1.1183,NA,-0.9723,3.9032,-0.5314
50529,"sabal etonia","sabal","Arecaceae",0.8024,1.0783,1.5846,-0.2962,1.6826,1.4799,2.10028436702781,3.6267,-0.9654,1.6226,1.1086,-0.3056,4.4393,5.9764
60136,"sabal mauritiiformis","sabal","Arecaceae",0.8574,1.1268,1.4913,-0.314,1.6921,1.412,2.09785123764432,3.7867,-0.9685,1.359,0.8423,-0.7125,4.4597,6.1707
50529,"sabal palmetto","sabal","Arecaceae",0.5107,0.9015,1.5833,-0.2046,0.878,0.9856,2.10907343234039,2.968,-0.6708,0.2525,-0.3753,-1.6357,2.2957,2.68
40118,"sabia swinhoei","sabia","Sabiaceae",1.1543,1.3292,1.2581,-0.2674,1.7997,0.3132,2.11241931435711,3.5187,-0.5378,0.7887,0.5061,-1.1072,3.4137,1.4957
60129,"sabicea panamensis","sabicea","Rubiaceae",1.1662,1.3435,0.8714,-0.2932,1.7084,0.1253,1.48903127655872,3.4417,-0.5408,0.4118,-0.2397,-1.6154,3.317,1.4374
60163,"sacoglottis ceratocarpa","sacoglottis","Humiriaceae",0.9149,1.246,1.6616,-0.1906,2.0325,0.3311,2.15430221968466,2.9484,-0.5772,1.4483,NA,-0.4617,3.7706,1.6739
60173,"sacoglottis ceratocarpa","sacoglottis","Humiriaceae",0.9451,1.2665,1.6204,-0.1992,2.0284,0.2819,2.15289959639375,3.0552,-0.5714,1.292,NA,-0.6898,3.7335,1.8801
60125,"sacoglottis cydonioides","sacoglottis","Humiriaceae",0.9577,1.2648,1.6462,-0.2013,2.0239,0.3812,2.15041961596035,3.1632,-0.5728,1.2644,0.1574,-0.6359,3.6714,2.5222
60125,"sacoglottis guianensis","sacoglottis","Humiriaceae",0.9458,1.2342,1.7129,-0.1946,2.0191,0.4841,2.14966949806463,3.1315,-0.5598,1.3499,0.4167,-0.3987,3.5912,3.0271
60163,"sacoglottis mattogrossensis","sacoglottis","Humiriaceae",0.848,1.1686,1.8335,-0.1654,1.8905,0.4673,2.15025709790244,2.9018,-0.5176,1.3641,0.397,-0.2868,3.2256,2.4262
60125,"sacoglottis sp","sacoglottis","Humiriaceae",0.9409,1.2428,1.7888,-0.196,2.0629,0.6067,2.14676257247409,3.1999,-0.595,1.4966,0.5779,-0.2301,3.7111,3.4333
60128,"sacoglottis sp","sacoglottis","Humiriaceae",0.7693,1.1386,1.8223,-0.1438,1.6595,0.2736,2.14505493426317,2.8075,-0.4394,0.8994,NA,-0.8589,2.6596,1.3867
60129,"sacoglottis trichogyna","sacoglottis","Humiriaceae",1.0268,1.3255,1.5849,-0.2247,2.1252,0.3881,2.14932382352326,3.3635,-0.6187,1.2318,NA,-0.8068,3.9547,2.9865
60129,"sacoglottis trygynum","sacoglottis","Humiriaceae",0.902,1.2155,1.7572,-0.1835,1.9877,0.4588,2.15105957287644,3.0137,-0.5618,1.4077,0.3366,-0.3455,3.5296,2.5235
40118,"sageretia henryi","sageretia","Rhamnaceae",1.1056,1.2428,0.9415,-0.279,1.5696,0.4012,1.37019840355911,3.2526,-0.5379,0.7363,0.376,-0.8768,3.1465,1.3944
80101,"sageretia henryi","sageretia","Rhamnaceae",1.2221,1.3451,0.7477,-0.3169,1.6725,0.3374,1.35493013052682,3.5721,-0.5767,0.4934,NA,-1.373,3.4898,1.7442
40118,"sageretia thea","sageretia","Rhamnaceae",1.1255,1.2526,0.8991,-0.284,1.5914,0.439,1.37676304339025,3.2645,-0.5382,0.7431,0.4252,-0.842,3.2277,1.5028
80434,"sageretia thea","sageretia","Rhamnaceae",1.2849,1.3558,0.8554,-0.3339,2.0233,0.7464,1.40274614564281,3.5978,-0.7071,1.476,1.1381,NA,4.4167,3.1397
60142,"sagotia racemosa","sagotia","Euphorbiaceae",1.0756,1.3202,1.1879,-0.2759,1.9717,0.4883,1.50991858480988,3.3271,-0.6192,1.158,0.6839,-0.7066,3.7698,2.7669
60166,"sagotia racemosa","sagotia","Euphorbiaceae",1.0478,1.2994,1.2177,-0.2673,1.9514,0.5155,1.51766030505194,3.2491,-0.6158,1.2296,0.7402,-0.57,3.7274,2.6079
60142,"salacia atenucrasa","salacia","Celastraceae",1.0928,1.2464,0.8048,-0.2362,1.6756,0.3935,1.22288547503413,3.2782,-0.5569,0.9558,0.4547,-0.5472,3.7028,1.4639
60154,"salacia cordata","salacia","Celastraceae",1.065,1.2193,0.9419,-0.2299,1.9122,0.6452,1.29184595696513,2.9864,-0.6635,1.873,1.1189,0.5946,4.3949,1.3948
60160,"salacia grandifolia","salacia","Celastraceae",1.2095,1.3485,0.5851,-0.2742,1.8032,0.2634,1.23766938387843,3.4963,-0.6056,0.7823,0.0968,-1.0035,4.1292,1.3773
31004,"salacia leptoclada","salacia","Celastraceae",1.0378,1.1988,0.8483,-0.2173,1.5061,0.3205,1.19471409914756,3.2272,-0.4869,0.6585,0.3055,-0.79,3.1776,1.3235
60142,"salacia macrantha","salacia","Celastraceae",1.0918,1.2442,0.8456,-0.2372,1.7982,0.5049,1.25242580510919,3.1728,-0.6119,1.3573,0.7283,NA,4.0669,1.4598
80436,"salix acutifolia","salix","Salicaceae",1.0502,1.2035,1.0121,-0.2513,1.2116,0.3594,1.02800565109302,3.1319,-0.4042,0.7323,-0.0837,-0.8638,2.6534,-0.6328
51108,"salix alaxensis","salix","Salicaceae",1.1083,1.2568,0.8733,-0.2691,1.1282,0.1518,0.948984801469321,3.4121,-0.3673,0.1491,-0.6016,-1.6978,2.4086,-0.5338
51111,"salix alaxensis","salix","Salicaceae",1.1105,1.2588,0.8653,-0.2699,1.1405,0.146,0.957774843563032,3.3967,-0.3714,0.1765,-0.601,-1.6767,2.4507,-0.5988
80402,"salix alba","salix","Salicaceae",1.1619,1.2624,0.7664,-0.2807,1.2919,0.2453,1.0849371464227,3.2427,-0.4149,0.5866,-0.208,-1.1065,2.9001,-0.7922
80405,"salix alba","salix","Salicaceae",1.124,1.2291,0.8369,-0.2684,1.2674,0.2816,1.08992276532781,3.1414,-0.4065,0.6908,NA,-0.9104,2.81,-0.8498
80409,"salix alba","salix","Salicaceae",1.1604,1.2613,0.7711,-0.2802,1.2856,0.245,1.076935212457,3.2527,-0.4132,0.5708,-0.2101,-1.1213,2.8786,-0.7555
80431,"salix alba","salix","Salicaceae",1.0694,1.216,0.7743,-0.2548,1.1598,0.1145,1.09528445037837,2.9575,-0.3718,0.5223,-0.4918,-1.1812,2.6449,-2.1959
80436,"salix alba","salix","Salicaceae",1.1011,1.2084,0.8816,-0.2611,1.2747,0.3392,1.10420705131861,3.0643,-0.4108,0.8435,NA,-0.6771,2.8365,-0.8938
80445,"salix alba","salix","Salicaceae",1.1324,1.2352,0.8571,-0.2722,1.3936,0.3931,1.13606387414466,3.07,-0.4603,1.0791,0.1896,-0.4577,3.2017,-0.8462
81209,"salix alba","salix","Salicaceae",1.2439,1.2784,0.6899,-0.3,1.4735,0.2431,1.14182276151404,3.2026,-0.4594,0.9469,0.1699,-0.6817,3.3302,-0.6166
50415,"salix amygdaloides","salix","Salicaceae",1.2039,1.3403,0.7289,-0.3008,1.2678,0.1237,0.959680432490147,3.6021,-0.4233,0.1168,-0.7566,-1.9197,2.8454,-0.3349
-9999,"salix anticecrenata","salix","Salicaceae",1.1446,1.2881,0.8425,-0.2819,1.2367,0.1834,0.985731765149075,3.4325,-0.4136,0.3041,-0.5567,-1.5884,2.7236,-0.4342
81003,"salix anticecrenata","salix","Salicaceae",1.1793,1.3187,0.7917,-0.2933,1.2788,0.1752,0.977183830529139,3.5224,-0.4306,0.266,-0.6213,-1.6982,2.8569,-0.3189
80445,"salix appendiculata","salix","Salicaceae",1.1799,1.3193,0.775,-0.2931,1.2516,0.1414,0.966592226255922,3.5296,-0.4166,0.1788,-0.6856,-1.8033,2.7831,-0.3786
51111,"salix arbusculoides","salix","Salicaceae",1.0924,1.2445,0.8386,-0.2623,0.9365,NA,0.852955505266338,3.4872,-0.2835,-0.4308,-1.019,-2.367,1.8176,-0.6145
-9999,"salix arctica","salix","Salicaceae",1.1225,1.2549,0.8267,-0.2712,1.0859,NA,0.923399466158716,3.4146,-0.3433,NA,-0.7648,-1.928,2.227,-0.6685
50511,"salix arctica","salix","Salicaceae",1.0672,1.2164,0.7869,-0.2512,0.7374,-0.2467,0.762836051302572,3.4696,-0.1917,-0.94,-1.4214,-2.9433,1.2125,-1.1294
51101,"salix arctica","salix","Salicaceae",1.1956,1.3189,0.7302,-0.2956,1.2107,NA,0.928784904130072,3.5709,-0.393,NA,-0.8161,-2.0224,2.6159,-0.4272
51108,"salix arctica","salix","Salicaceae",1.1665,1.294,0.7433,-0.2851,1.083,NA,0.877572894676608,3.5703,-0.3391,-0.2808,-0.9783,-2.2956,2.2298,-0.5174
51112,"salix arctica","salix","Salicaceae",1.3215,1.3965,0.6063,-0.3308,1.1893,NA,0.723472091175919,4.0849,-0.3688,-0.6303,-1.0661,-2.8354,2.4258,1.0522
51115,"salix arctica","salix","Salicaceae",1.2565,1.3739,0.5872,-0.3146,1.1719,-0.1019,0.860667346444136,3.786,-0.3729,-0.4496,-1.2307,-2.6739,2.5217,-0.3728
81107,"salix arctica","salix","Salicaceae",1.1572,1.2954,0.7051,-0.2827,1.0041,-0.1185,0.836583601928621,3.5715,-0.3084,-0.5195,-1.2192,-2.6011,2.0301,-0.8174
81209,"salix atrocinerea","salix","Salicaceae",1.0972,1.247,0.8759,-0.2652,1.0851,0.1016,0.955759886262829,3.366,-0.3448,NA,-0.6984,-1.8136,2.2699,-0.6663
80431,"salix aurita","salix","Salicaceae",1.1561,1.2976,0.8285,-0.2856,1.2626,0.1972,0.996275197482623,3.447,-0.423,0.3386,-0.5408,-1.5618,2.8102,-0.4123
80436,"salix aurita","salix","Salicaceae",1.1363,1.2804,0.8418,-0.2785,1.1858,0.1666,0.972286170476179,3.4478,-0.3905,0.1874,-0.6094,-1.6969,2.5769,-0.4346
50413,"salix babylonica","salix","Salicaceae",1.2428,1.3752,0.6379,-0.3132,1.2868,NA,0.948344490529885,3.6979,-0.4274,NA,-0.9161,-2.1566,2.9359,-0.3911
50416,"salix bebbiana","salix","Salicaceae",1.2239,1.3578,0.6954,-0.3072,1.2735,0.1061,0.945020272211179,3.6761,-0.4259,NA,-0.8273,-2.0458,2.8697,-0.238
80501,"salix breviserrata","salix","Salicaceae",1.1662,1.3096,0.7232,-0.2868,1.0261,NA,0.839741937780893,3.6426,-0.3208,-0.5196,-1.1826,-2.6104,2.0998,-0.4323
81203,"salix canariensis","salix","Salicaceae",1.1866,1.3248,0.7746,-0.2957,1.3094,0.1761,0.993083360698062,3.5044,-0.4417,0.34,-0.5967,-1.6303,2.967,-0.4151
80431,"salix capraea","salix","Salicaceae",1.1388,1.2783,0.8084,-0.2794,1.3036,0.1888,1.06325077133641,3.2408,-0.4307,0.5867,-0.4337,-1.2488,2.9749,-1.0347
40118,"salix caprea","salix","Salicaceae",1.2995,1.4121,0.5995,-0.3317,1.4958,0.2177,0.902312990958266,3.7434,-0.513,0.4417,-0.5641,-1.6587,3.5567,NA
80409,"salix caprea","salix","Salicaceae",1.2043,1.3272,0.7661,-0.3012,1.4742,0.3208,0.981215882910733,3.3857,-0.5076,0.8494,-0.1994,-1.0028,3.4699,-0.4334
80423,"salix caprea","salix","Salicaceae",1.2275,1.3487,0.6563,-0.3078,1.4216,0.1851,0.967580734265431,3.4599,-0.4803,0.5636,-0.5079,-1.4094,3.3544,-0.7452
80433,"salix caprea","salix","Salicaceae",1.2322,1.3522,0.7046,-0.3099,1.4591,0.2644,0.957204887502529,3.5004,-0.5006,0.6587,-0.3717,-1.2817,3.4352,-0.3621
